timestamp,BEARING_VIB_HP_FRONT-XMICRO_METER-UM,BEARING_VIB_HP_FRONT-Y,BEARING_VIB_HP_REAR-X,BEARING_VIB_HP_REAR-Y,BEARING_VIB_IP_REAR-X,BEARING_VIB_IP_REAR-Y,COOLING_WATER_TEMP_CT_FAN,MAIN_STEAM_FLOWTPH,ms_pressureKG-CM2,MS_TEMPERATURE,NOX_PPM,O2_LEVEL,REHEAT_TEMP_HRH,SHAFT_VIB._HP_FRONT-X,SHAFT_VIB._HP_FRONT-Y,SHAFT_VIB._HP_REAR-YMICRO_METER-UM,SHAFT_VIB._IP_REAR-X,SHAFT_VIB._IP_REAR-Y,SHAFT_VIB_HP_REAR-X,TOTAL_COAL_FLOW,TURBINE_LOADMW
2025-04-06 00:01:00,20.72911148071289,20.72915273666382,20.72914880752564,20.72913702011109,20.72916452407837,20.72915961265564,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.7085124206543,5.024046809673309,493.4102658081055,192.84383087158204,84.21828727722168,161.363363571167,149.42379707336426,119.34216190338137,162.75914276123046,146.98047035217286,105.57661094665528
2025-04-06 00:02:00,20.729150772094727,20.729184169769287,20.24861029624939,20.72935705184937,20.729156665802,20.72915273666382,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.68786087036133,5.024046809673309,493.4102658081055,192.9947412109375,83.72787582397461,158.15684104919433,145.44393371582032,132.64529258728027,160.98612701416016,146.98047035217286,105.57658737182618
2025-04-06 00:03:00,20.72954565048218,20.729366874694826,15.79210711479187,20.72915273666382,20.72915470123291,20.72916452407837,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.66015258789062,5.024046809673309,493.4102658081055,195.46564262390137,81.7285181427002,158.5152256011963,149.74445404052736,132.63133628845216,158.11912132263183,146.98047035217286,105.5765795135498
2025-04-06 00:04:00,20.857900772094727,20.729340353012084,16.386256165504456,20.72914880752564,20.72914487838745,20.72955547332764,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.68195930480957,5.024046809673309,493.4102658081055,195.314755859375,82.14347835540772,157.81733207702638,145.87776557922365,132.64341445922852,154.57308982849122,146.98047035217286,105.57661880493164
2025-04-06 00:05:00,20.85787817955017,20.72914487838745,13.175021624565124,20.729158630371096,20.729160594940183,20.72914487838745,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.68195930480957,5.024046809673309,493.4102658081055,196.1635125732422,80.97404109954834,158.91132202148438,144.859222946167,106.09157165527344,151.4986099243164,146.98047035217286,105.5766030883789
2025-04-06 00:06:00,20.729150772094727,20.729140949249267,13.109005718231202,20.729156665802,20.72973817825317,20.729146842956546,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.68195930480957,5.024046809673309,493.4102658081055,195.4656504821777,83.59584106445313,159.4771807861328,143.78410072326662,56.9628694152832,156.2895181274414,146.98047035217286,105.57658737182618
2025-04-06 00:07:00,20.72915273666382,20.79351398468017,18.1875661277771,20.72912916183472,20.7293727684021,20.857867374420167,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.68195930480957,5.024046809673309,493.4102658081055,192.93813804626464,82.95453891754151,158.66612022399903,142.35059394836426,57.472142696380615,157.83619194030763,146.98047035217286,105.57659523010254
2025-04-06 00:08:00,20.729163541793824,20.85788407325745,16.805933799743652,20.729158630371096,20.72954565048218,20.7291822052002,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.68195930480957,5.024046809673309,493.4102658081055,192.7495315551758,83.02999015808106,132.7039860534668,143.91612762451172,56.340429096221925,155.83684211730957,146.98047035217286,105.57654808044434
2025-04-06 00:09:00,20.72954073905945,20.72911639213562,17.786750812530517,20.72954368591309,20.72930106163025,20.85789487838745,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.68195930480957,5.024046809673309,493.4102658081055,195.7485720062256,82.01144359588623,162.4007660675049,138.2149481201172,56.07636154174805,155.12008087158205,146.98047035217286,105.57661094665528
2025-04-06 00:10:00,20.729380626678463,20.85788702011109,20.600556955337524,20.729146842956546,20.729349193573,20.72913112640381,33.75970928192139,499.9242111206055,146.32448501586916,493.4103286743164,132.68195930480957,5.024046809673309,493.4102658081055,192.9758734893799,80.8608701324463,161.1181539154053,146.63224655151367,55.71799270629883,156.44042060852053,146.98047035217286,105.57668167114258
